ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_7.duration,continue_button_7.keys,continue_button_7.rt,continue_button_7.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_end.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_end.started,instructions_end.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_buffer,is_mismatch,is_prompt,key_resp.duration,key_resp.keys,key_resp.rt,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,show_word,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,source_sequence,source_sequence_position,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trial_type,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.duration,trials.key_resp.keys,trials.key_resp.rt,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
956.4368047000025,957.2368517000577,0.8,,,5,957.2369072000147,957.2369355000556,,,chair,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-24_21h21.25.115,7,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,954.720366500027,956.4512455000076,957.2692342000082,,,,60.01601227522506,953.9567546000471,954.720366500027,,,953.9475957000395,954.7043817000231,,,chair\chair_07.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,None,,954.720366500027,,,,,left,,0,,,2025.2.4,,,1,954.7074013000238,956.436740300036,,,None,None,954.7191049666765,955.5015831000055,,,220,0,2026-08-24_21:37:20.390954,220,21,localizer,,None,,,None,,220,220,0,220,,,,,,ball,Ballon,Ball,
959.5367331000161,960.7530564000481,1.21,,,5,960.7531216000207,960.7531556000467,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,15,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,958.034455200017,959.5502751000458,960.8023105000029,,,,60.01601227522506,957.2692342000082,958.034455200017,,,957.2527697000187,958.0199137000018,,,house\house_15.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,958.034455200017,,,,,None,,0,,,2025.2.4,,,1,958.0244877000223,959.5366755000432,,,None,None,958.0343856667207,958.5842041000142,,,221,0,2026-08-24_21:37:23.703433,221,22,localizer,,None,,,None,,221,221,0,221,,,,,,house,Maison,Haus,
963.0679050000035,964.2842997000553,1.21,,,5,964.2843530000537,964.2843812000356,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,37,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,961.566986800055,963.0828180000535,964.3166636000387,,,,60.01601227522506,960.8023105000029,961.566986800055,,,960.7849688000279,961.5520248000394,,,flower\flower_37.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,961.566986800055,,,,,None,,0,,,2025.2.4,,,1,961.5551199000329,963.0678461000207,,,None,None,961.566666766714,962.4668043000274,,,222,0,2026-08-24_21:37:27.236510,222,23,localizer,,None,,,None,,222,222,0,222,,,,,,flower,Fleur,Blume,
966.5834281000425,967.7503423000453,1.16,,,5,967.750397900003,967.7504268000484,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,25,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,965.0822424000362,966.5979445000412,967.8005453000078,,,,60.01601227522506,964.3166636000387,965.0822424000362,,,964.3010719000013,965.067155100056,,,bicycle\bicycle_25.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,965.0822424000362,,,,,None,,0,,,2025.2.4,,,1,965.0693198000081,966.5833696000045,,,None,None,965.0818599666857,965.7817132000346,,,223,0,2026-08-24_21:37:30.750863,223,24,localizer,,None,,,None,,223,223,0,223,,,,,,bicycle,Vélo,Fahrrad,
970.0658738000202,971.131652400014,1.06,,,5,971.1317060000147,971.1317349000019,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,8,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,968.5642031000461,970.0804552000482,971.1884073000401,,,,60.01601227522506,967.8005453000078,968.5642031000461,,,967.786484100041,968.549449400045,,,jacket\jacket_08.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,968.5642031000461,,,,,None,,0,,,2025.2.4,,,1,968.5541116000386,970.0658053000225,,,None,None,968.5642737667115,969.0968957000296,,,224,0,2026-08-24_21:37:34.234744,224,25,localizer,,None,,,None,,224,224,0,224,,,,,,jacket,Veste,Jacke,
973.4486293000518,974.6812947000144,1.23,,,5,974.6813553000102,974.6813881000271,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,46,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,971.9463324000244,973.4631318000029,974.715402700007,,,,60.01601227522506,971.1884073000401,971.9463324000244,,,971.1678618000005,971.932440900011,,,hammer\hammer_46.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,971.9463324000244,,,,,None,,0,,,2025.2.4,,,1,971.9361159000546,973.4485693000024,,,None,None,971.9470249667104,972.4630310000503,,,225,0,2026-08-24_21:37:37.622606,225,26,localizer,,None,,,None,,225,225,0,225,,,,,,hammer,Marteau,Hammer,
976.980313600041,978.0136615000083,1.02,,,5,978.0137227000087,978.0137523000012,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,20,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,975.4788627000526,976.9948867000057,978.0457699000253,,,,60.01601227522506,974.715402700007,975.4788627000526,,,974.697125000006,975.4643087000004,,,chair\chair_20.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,975.4788627000526,,,,,None,,0,,,2025.2.4,,,1,975.4672520000022,976.9802571000182,,,None,None,975.4790632667175,976.3956765000476,,,226,0,2026-08-24_21:37:41.149602,226,27,localizer,,None,,,None,,226,226,0,226,,,,,,chair,Chaise,Stuhl,
980.3129213000066,981.1790384000051,0.86,,,5,981.1790927000111,981.1791216000565,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,31,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,978.8108296000282,980.3272379000555,981.25905350002,,,,60.01601227522506,978.0457699000253,978.8108296000282,,,978.0393329000217,978.7966191000305,,,ball\ball_31.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,978.8108296000282,,,,,None,,0,,,2025.2.4,,,1,978.7997959000058,980.3128613000154,,,None,None,978.8112359666886,979.5772072000545,,,227,0,2026-08-24_21:37:44.479969,227,28,localizer,,None,,,None,,227,227,0,227,,,,,,ball,Ballon,Ball,
983.5118254000554,984.5950674000196,1.07,,,5,984.5951213000226,984.5951496000052,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,42,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,982.0098720000242,983.5265260000015,984.6456440000329,,,,60.01601227522506,981.25905350002,982.0098720000242,,,981.227506300027,981.9962132000364,,,jacket\jacket_42.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,982.0098720000242,,,,,None,,0,,,2025.2.4,,,1,982.0004606000148,983.5117667000159,,,None,None,982.0108579666742,982.5607678000233,,,228,0,2026-08-24_21:37:47.693253,228,29,localizer,,None,,,None,,228,228,0,228,,,,,,jacket,Veste,Jacke,
986.9107665000483,987.9934025000548,1.07,,,5,987.993456300057,987.9934852000442,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,30,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,985.4091467000544,986.9250949000125,988.0258463000064,,,,60.01601227522506,984.6456440000329,985.4091467000544,,,984.6268258000491,985.3942980000284,,,bread\bread_30.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,985.4091467000544,,,,,None,,0,,,2025.2.4,,,1,985.3977540000342,986.9107086000149,,,None,None,985.4089747666769,986.3252085000277,,,229,0,2026-08-24_21:37:51.079843,229,30,localizer,,None,,,None,,229,229,0,229,,,,,,bread,Pain,Brot,
990.2926981000346,991.2087209000019,0.91,,,5,991.2087747000041,991.2088065000135,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,22,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,988.7910078000277,990.307074500015,991.2589149000123,,,,60.01601227522506,988.0258463000064,988.7910078000277,,,988.0151072000153,988.7767623000545,,,dog\dog_22.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,988.7910078000277,,,,,None,,0,,,2025.2.4,,,1,988.7800281000091,990.2926385000465,,,None,None,988.7915005667057,989.291002300044,,,230,0,2026-08-24_21:37:54.460045,230,31,localizer,,None,,,None,,230,230,0,230,,,,,,dog,Chien,Hund,
993.5252133000176,994.7243501000339,1.19,,,5,994.7244044000399,994.7244332000264,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,7,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,992.0233927000081,993.5400468000444,994.7573778000078,,,,60.01601227522506,991.2589149000123,992.0233927000081,,,991.2431018000352,992.0090965000563,,,flower\flower_07.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,992.0233927000081,,,,,None,,0,,,2025.2.4,,,1,992.0122824000427,993.5251544000348,,,None,None,992.0238354667129,992.9230569000356,,,231,0,2026-08-24_21:37:57.693114,231,32,localizer,,None,,,None,,231,231,0,231,,,,,,flower,Fleur,Blume,
997.2404104000307,998.2234391000238,0.97,,,5,998.2234935000306,998.2235226000194,,,bicycle,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-24_21h21.25.115,28,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,995.5230072000413,997.2552003000164,998.2789216000238,,,,60.01601227522506,994.7573778000078,995.5230072000413,,,994.7409684000304,995.508195500006,,,bicycle\bicycle_28.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,None,,995.5230072000413,,,,,left,,0,,,2025.2.4,,,1,995.5126956000458,997.2403517000494,,,None,None,995.5227337667059,996.0555549000273,,,232,0,2026-08-24_21:38:01.191577,232,33,localizer,,None,,,None,,232,232,0,232,,,,,,jacket,Veste,Jacke,
1000.5245643000235,1001.7391157000093,1.21,,,5,1001.7391775000142,1001.7392117000418,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,42,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,999.0379549000063,1000.5368846000056,1001.7736578000477,,,,60.01601227522506,998.2789216000238,999.0379549000063,,,998.2638332000352,999.024256500008,,,hammer\hammer_42.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,999.0379549000063,,,,,None,,0,,,2025.2.4,,,1,999.027923900052,1000.5245078000007,,,None,None,999.038416266678,999.5541919000098,,,233,0,2026-08-24_21:38:04.713121,233,34,localizer,,None,,,None,,233,233,0,233,,,,,,hammer,Marteau,Hammer,
1004.0384905000101,1005.0880898000323,1.05,,,5,1005.0881427000277,1005.0881708000088,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,39,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1002.5367884000298,1004.0529728000402,1005.1374774000142,,,,60.01601227522506,1001.7736578000477,1002.5367884000298,,,1001.7544572000043,1002.5226595000131,,,dog\dog_39.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1002.5367884000298,,,,,None,,0,,,2025.2.4,,,1,1002.5263739000075,1004.038433400041,,,None,None,1002.537316666687,1003.0365853000549,,,234,0,2026-08-24_21:38:08.207857,234,35,localizer,,None,,,None,,234,234,0,234,,,,,,dog,Chien,Hund,
1007.4043089000043,1008.4373747000354,1.02,,,5,1008.4374305000529,1008.4374592000386,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,22,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1005.9022398000234,1007.4188227000413,1008.4715866000042,,,,60.01601227522506,1005.1374774000142,1005.9022398000234,,,1005.1170480000437,1005.8878765000263,,,hand\hand_22.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1005.9022398000234,,,,,None,,0,,,2025.2.4,,,1,1005.8910341000301,1007.4042487000115,,,None,None,1005.9024895667137,1006.3854962000041,,,235,0,2026-08-24_21:38:11.571676,235,36,localizer,,None,,,None,,235,235,0,235,,,,,,hand,Main,Hand,
1010.7366239000112,1011.9368017000379,1.2,,,5,1011.9368552000378,1011.9368830000167,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,13,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1009.2346895000082,1010.7508737000171,1011.9862076000427,,,,60.01601227522506,1008.4715866000042,1009.2346895000082,,,1008.4542985000298,1009.2207103000255,,,chair\chair_13.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1009.2346895000082,,,,,None,,0,,,2025.2.4,,,1,1009.2244134000503,1010.7365658000344,,,None,None,1009.2352369666953,1010.1674888000125,,,236,0,2026-08-24_21:38:14.905786,236,37,localizer,,None,,,None,,236,236,0,236,,,,,,chair,Chaise,Stuhl,
1014.2537547000102,1015.4352970000473,1.17,,,5,1015.4353493000381,1015.4353771000169,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,13,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1012.7504251000355,1014.2664734000573,1015.4841936000157,,,,60.01601227522506,1011.9862076000427,1012.7504251000355,,,1011.9681904000463,1012.7356647000415,,,jacket\jacket_13.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1012.7504251000355,,,,,None,,0,,,2025.2.4,,,1,1012.7399059000309,1014.2536936000106,,,None,None,1012.7503223667193,1013.283501500031,,,237,0,2026-08-24_21:38:18.420407,237,38,localizer,,None,,,None,,237,237,0,237,,,,,,jacket,Veste,Jacke,
1017.7505909000174,1018.767001500004,1.01,,,5,1018.7670570000191,1018.7670854000025,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,31,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1016.2499742000364,1017.7652662000037,1018.799605600012,,,,60.01601227522506,1015.4841936000157,1016.2499742000364,,,1015.4671699000173,1016.2343056000536,,,house\house_31.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1016.2499742000364,,,,,None,,0,,,2025.2.4,,,1,1016.2390283000423,1017.7505329000414,,,None,None,1016.2491211667113,1016.7822951000417,,,238,0,2026-08-24_21:38:21.918393,238,39,localizer,,None,,,None,,238,238,0,238,,,,,,house,Maison,Haus,
1021.0493796000374,1021.8158865000005,0.76,,,5,1021.8159395000548,1021.8159683000413,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,16,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1019.5498957000091,1021.0642616000259,1021.8905352000147,,,,60.01601227522506,1018.799605600012,1019.5498957000091,,,1018.7932538000168,1019.5356189000304,,,hand\hand_16.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1019.5498957000091,,,,,None,,0,,,2025.2.4,,,1,1019.5389322000556,1021.0493220000062,,,None,None,1019.5502598666974,1020.0318696000031,,,239,0,2026-08-24_21:38:25.233805,239,40,localizer,,None,,,None,,239,239,0,239,,,,,,hand,Main,Hand,
1024.1486935000285,1025.2315477000084,1.07,,,5,1025.2316015000106,1025.2316299000522,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,40,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1022.6470073000528,1024.1634476000327,1025.2831576000317,,,,60.01601227522506,1021.8905352000147,1022.6470073000528,,,1021.862518000009,1022.6332826000289,,,flower\flower_40.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1022.6470073000528,,,,,None,,0,,,2025.2.4,,,1,1022.6359550000052,1024.1486363000004,,,None,None,1022.6475443667189,1023.5471207000082,,,240,0,2026-08-24_21:38:28.324734,240,41,localizer,,None,,,None,,240,240,0,240,,,,,,flower,Fleur,Blume,
1027.5477038000245,1028.3805585000082,0.83,,,5,1028.3806118000066,1028.3806401000475,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,23,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1026.0460057000164,1027.5621669000247,1028.4148109000525,,,,60.01601227522506,1025.2831576000317,1026.0460057000164,,,1025.2631915000384,1026.0313531000284,,,bread\bread_23.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1026.0460057000164,,,,,None,,0,,,2025.2.4,,,1,1026.034657100041,1027.5476469000569,,,None,None,1026.0460750666718,1026.9621083000093,,,241,0,2026-08-24_21:38:31.717357,241,42,localizer,,None,,,None,,241,241,0,241,,,,,,bread,Pain,Brot,
1030.664225000015,1031.5299803000526,0.86,,,5,1031.5300357000087,1031.5300650000572,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,40,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1029.1633824000019,1030.6781520000077,1031.5802242000354,,,,60.01601227522506,1028.4148109000525,1029.1633824000019,,,1028.4003747000243,1029.1500177000416,,,hammer\hammer_40.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1029.1633824000019,,,,,None,,0,,,2025.2.4,,,1,1029.153638800024,1030.6641671000398,,,None,None,1029.1639891666748,1029.678281200002,,,242,0,2026-08-24_21:38:34.849010,242,43,localizer,,None,,,None,,242,242,0,242,,,,,,hammer,Marteau,Hammer,
1034.0475889000227,1035.179160700005,1.13,,,5,1035.179220500053,1035.1792513000546,,,bread,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-24_21h21.25.115,27,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1032.344171100005,1034.059866000025,1035.2109486000263,,,,60.01601227522506,1031.5802242000354,1032.344171100005,,,1031.5697167000035,1032.3295598000404,,,bread\bread_27.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,None,,1032.344171100005,,,,,left,,0,,,2025.2.4,,,1,1032.332264900033,1034.0475311000482,,,None,None,1032.3441972666808,1033.2436940000043,,,243,0,2026-08-24_21:38:38.014423,243,44,localizer,,None,,,None,,243,243,0,243,,,,,,flower,Fleur,Blume,
1037.4612259000423,1038.2776783000445,0.81,,,5,1038.2777327000513,1038.2777612000355,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,35,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1035.9595251000137,1037.4754361000378,1038.3108163000434,,,,60.01601227522506,1035.2109486000263,1035.9595251000137,,,1035.1973713000189,1035.9455049000098,,,dog\dog_35.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1035.9595251000137,,,,,None,,0,,,2025.2.4,,,1,1035.9492166000418,1037.4611687000142,,,None,None,1035.960006166719,1036.4593607000425,,,244,0,2026-08-24_21:38:41.645148,244,45,localizer,,None,,,None,,244,244,0,244,,,,,,dog,Chien,Hund,
1040.5771956000244,1041.3430258000153,0.76,,,5,1041.3430817000335,1041.3431108000223,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,25,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1039.0756049000192,1040.5918303000508,1041.3757835000288,,,,60.01601227522506,1038.3108163000434,1039.0756049000192,,,1038.2978285000427,1039.0623870000127,,,chair\chair_25.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1039.0756049000192,,,,,None,,0,,,2025.2.4,,,1,1039.0656449000235,1040.5771372000454,,,None,None,1039.077133966672,1039.991291000042,,,245,0,2026-08-24_21:38:44.745015,245,46,localizer,,None,,,None,,245,245,0,245,,,,,,chair,Chaise,Stuhl,
1043.6261957000243,1044.6588549000444,1.02,,,5,1044.6589071000344,1044.6589352000155,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,39,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1042.1243208000087,1043.6407297000405,1044.691543700057,,,,60.01601227522506,1041.3757835000288,1042.1243208000087,,,1041.3589015000034,1042.1102084000013,,,hammer\hammer_39.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1042.1243208000087,,,,,None,,0,,,2025.2.4,,,1,1042.1141406000243,1043.6261346000247,,,None,None,1042.124872666671,1042.6412311000167,,,246,0,2026-08-24_21:38:47.809983,246,47,localizer,,None,,,None,,246,246,0,246,,,,,,hammer,Marteau,Hammer,
1046.9421603000374,1047.990902300051,1.04,,,5,1047.9909570000018,1047.9909849000396,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,42,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1045.4566401000484,1046.955871400016,1048.0237059000065,,,,60.01601227522506,1044.691543700057,1045.4566401000484,,,1044.6749528000364,1045.4417875000509,,,bicycle\bicycle_42.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1045.4566401000484,,,,,None,,0,,,2025.2.4,,,1,1045.4441601000144,1046.942101600056,,,None,None,1045.456619466717,1046.1561970000039,,,247,0,2026-08-24_21:38:51.125743,247,48,localizer,,None,,,None,,247,247,0,247,,,,,,bicycle,Vélo,Fahrrad,
1050.290410400019,1051.373792600003,1.08,,,5,1051.373849000025,1051.3738782000146,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,21,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1048.788615700032,1050.305090000038,1051.406269900035,,,,60.01601227522506,1048.0237059000065,1048.788615700032,,,1048.0069220000296,1048.7742500000168,,,house\house_21.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1048.788615700032,,,,,None,,0,,,2025.2.4,,,1,1048.7790790000581,1050.2903522000415,,,None,None,1048.788925766716,1049.338567800005,,,248,0,2026-08-24_21:38:54.457905,248,49,localizer,,None,,,None,,248,248,0,248,,,,,,house,Maison,Haus,
1053.6729049000423,1054.489126600034,0.81,,,5,1054.4891803000355,1083.8476554000517,1054.5035767000518,1069.5156233000453,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.69804220000515,r,44.348696999950334,1069.4986546,None,2026-08-24_21h21.25.115,23,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1052.1713106000097,1053.6869676000206,1054.5035767000518,,,,60.01601227522506,1051.406269900035,1052.1713106000097,,,1051.3904612000333,1052.1575210000155,,,bicycle\bicycle_23.jpg,1069.4986546,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1052.1713106000097,,,,,None,,0,1054.5035767000518,1069.5156233000453,2025.2.4,,,1,1052.1600434000138,1053.6728404000169,,,None,None,1052.171753166713,1052.8882703000563,,,249,0,2026-08-24_21:38:57.840469,249,50,localizer,195.69804220000515,r,44.348696999950334,,None,,249,249,0,249,,,,,,bicycle,Vélo,Fahrrad,
1086.1788255000138,1087.4120160000166,1.23,,,6,1087.4154074000544,1087.4154471000074,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,35,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1084.677374300023,1086.195213400002,1087.4440992000164,,,,60.01601227522506,1083.913151100045,1084.677374300023,,,1083.901958500035,1084.6627795000095,,,flower\flower_35.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1084.677374300023,,,,,None,,0,,,2025.2.4,,,1,1084.665471300017,1086.1787675000378,,,None,None,1084.6774947667184,1085.5772280000383,,,250,0,2026-08-24_21:39:30.347350,250,1,localizer,,None,,,None,,250,250,0,250,,,,,,flower,Fleur,Blume,
1089.6948042000295,1090.4941993000102,0.8,,,6,1090.4942542000208,1090.4942832000088,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,10,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,1088.1947006000555,1089.7091793000582,1090.544033800019,,,,60.01601227522506,1087.4440992000164,1088.1947006000555,,,1087.4311865000054,1088.1790586000425,,,house\house_10.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,1088.1947006000555,,,,,None,,0,,,2025.2.4,,,1,1088.1833891000133,1089.694734300021,,,None,None,1088.1934817666809,1088.7265116000199,,,251,0,2026-08-24_21:39:33.878298,251,2,localizer,,None,,,None,,251,251,0,251,,,,,,house,Maison,Haus,
